Region,Instance,vCPU,Memory(GB),Price
eastus,Standard_L16s_v3,16,128.0,0.355656
eastus,Standard_L32s_v3,32,256.0,0.557
eastus,Standard_L48s_v3,48,384.0,4.176
eastus,Standard_L64s_v3,64,512.0,1.422624
eastus,Standard_L80s_v3,80,640.0,1.392
eastus,Standard_E2ds_v5,2,16.0,0.0288
eastus,Standard_E4-2ds_v5,4,32.0,0.288
eastus,Standard_E4ds_v5,4,32.0,0.064368
eastus,Standard_E8-2ds_v5,8,64.0,0.128736
eastus,Standard_E8-4ds_v5,8,64.0,0.576
eastus,Standard_E8ds_v5,8,64.0,0.576
eastus,Standard_E16-4ds_v5,16,128.0,0.23
eastus,Standard_E16-8ds_v5,16,128.0,0.257472
eastus,Standard_E16ds_v5,16,128.0,0.23
eastus,Standard_E20ds_v5,20,160.0,0.32184
eastus,Standard_E32-8ds_v5,32,256.0,0.461
eastus,Standard_E32-16ds_v5,32,256.0,2.304
eastus,Standard_E32ds_v5,32,256.0,0.461
eastus,Standard_E48ds_v5,48,384.0,0.691
eastus,Standard_E64-16ds_v5,64,512.0,1.029888
eastus,Standard_E64-32ds_v5,64,512.0,0.922
eastus,Standard_E64ds_v5,64,512.0,1.029888
eastus,Standard_E96-24ds_v5,96,672.0,6.912
eastus,Standard_E96-48ds_v5,96,672.0,6.912
eastus,Standard_E96ds_v5,96,672.0,1.382
eastus,Standard_E104ids_v5,104,672.0,1.84097
eastus,Standard_E2d_v5,2,16.0,0.0288
eastus,Standard_E4d_v5,4,32.0,0.288
eastus,Standard_E8d_v5,8,64.0,0.128736
eastus,Standard_E16d_v5,16,128.0,1.152
eastus,Standard_E20d_v5,20,160.0,0.32184
eastus,Standard_E32d_v5,32,256.0,0.461
eastus,Standard_E48d_v5,48,384.0,3.456
eastus,Standard_E64d_v5,64,512.0,4.608
eastus,Standard_E96d_v5,96,672.0,6.912
eastus,Standard_E104id_v5,104,672.0,1.647
eastus,Standard_E2s_v5,2,16.0,0.0252
eastus,Standard_E4-2s_v5,4,32.0,0.05665
eastus,Standard_E4s_v5,4,32.0,0.05665
eastus,Standard_E8-2s_v5,8,64.0,0.504
eastus,Standard_E8-4s_v5,8,64.0,0.101
eastus,Standard_E8s_v5,8,64.0,0.504
eastus,Standard_E16-4s_v5,16,128.0,0.202
eastus,Standard_E16-8s_v5,16,128.0,0.202
eastus,Standard_E16s_v5,16,128.0,0.226598
eastus,Standard_E20s_v5,20,160.0,0.252
eastus,Standard_E32-8s_v5,32,256.0,0.403
eastus,Standard_E32-16s_v5,32,256.0,0.453197
eastus,Standard_E32s_v5,32,256.0,2.016
eastus,Standard_E48s_v5,48,384.0,3.024
eastus,Standard_E64-16s_v5,64,512.0,0.906394
eastus,Standard_E64-32s_v5,64,512.0,0.806
eastus,Standard_E64s_v5,64,512.0,0.806
eastus,Standard_E96-24s_v5,96,672.0,6.048
eastus,Standard_E96-48s_v5,96,672.0,1.35959
eastus,Standard_E96s_v5,96,672.0,6.048
eastus,Standard_E104is_v5,104,672.0,7.207
eastus,Standard_E2_v5,2,16.0,0.126
eastus,Standard_E4_v5,4,32.0,0.0504
eastus,Standard_E8_v5,8,64.0,0.101
eastus,Standard_E16_v5,16,128.0,1.008
eastus,Standard_E20_v5,20,160.0,0.252
eastus,Standard_E32_v5,32,256.0,2.016
eastus,Standard_E48_v5,48,384.0,3.024
eastus,Standard_E64_v5,64,512.0,4.032
eastus,Standard_E96_v5,96,672.0,1.21
eastus,Standard_E104i_v5,104,672.0,1.441
eastus,Standard_E2bs_v5,2,16.0,0.033495
eastus,Standard_E4bs_v5,4,32.0,0.06699
eastus,Standard_E8bs_v5,8,64.0,0.133981
eastus,Standard_E16bs_v5,16,128.0,0.238
eastus,Standard_E32bs_v5,32,256.0,2.384
eastus,Standard_E48bs_v5,48,384.0,0.715
eastus,Standard_E64bs_v5,64,512.0,4.768
eastus,Standard_E96bs_v5,96,672.0,1.60777
eastus,Standard_E112ibs_v5,112,672.0,2.063214
eastus,Standard_E2bds_v5,2,16.0,0.0334
eastus,Standard_E4bds_v5,4,32.0,0.0668
eastus,Standard_E8bds_v5,8,64.0,0.134
eastus,Standard_E16bds_v5,16,128.0,0.298596
eastus,Standard_E32bds_v5,32,256.0,2.672
eastus,Standard_E48bds_v5,48,384.0,0.895788
eastus,Standard_E64bds_v5,64,512.0,5.344
eastus,Standard_E96bds_v5,96,672.0,8.016
eastus,Standard_E112ibds_v5,112,672.0,10.287
eastus,Standard_DC2as_v5,2,8.0,0.0172
eastus,Standard_DC4as_v5,4,16.0,0.172
eastus,Standard_DC8as_v5,8,32.0,0.0688
eastus,Standard_DC16as_v5,16,64.0,0.137806
eastus,Standard_DC32as_v5,32,128.0,0.275
eastus,Standard_DC48as_v5,48,192.0,2.064
eastus,Standard_DC64as_v5,64,256.0,0.551226
eastus,Standard_DC96as_v5,96,384.0,4.128
eastus,Standard_DC2ads_v5,2,8.0,0.0206
eastus,Standard_DC4ads_v5,4,16.0,0.041262
eastus,Standard_DC8ads_v5,8,32.0,0.412
eastus,Standard_DC16ads_v5,16,64.0,0.824
eastus,Standard_DC32ads_v5,32,128.0,1.648
eastus,Standard_DC48ads_v5,48,192.0,0.494
eastus,Standard_DC64ads_v5,64,256.0,3.296
eastus,Standard_DC96ads_v5,96,384.0,0.989
eastus,Standard_EC2as_v5,2,16.0,0.113
eastus,Standard_EC4as_v5,4,32.0,0.226
eastus,Standard_EC8as_v5,8,64.0,0.090536
eastus,Standard_EC16as_v5,16,128.0,0.904
eastus,Standard_EC20as_v5,20,160.0,0.226339
eastus,Standard_EC32as_v5,32,192.0,0.362142
eastus,Standard_EC48as_v5,48,384.0,0.543214
eastus,Standard_EC64as_v5,64,512.0,0.724285
eastus,Standard_EC96as_v5,96,672.0,1.086427
eastus,Standard_EC96ias_v5,96,672.0,1.193
eastus,Standard_EC2ads_v5,2,16.0,0.131
eastus,Standard_EC4ads_v5,4,32.0,0.262
eastus,Standard_EC8ads_v5,8,64.0,0.105
eastus,Standard_EC16ads_v5,16,128.0,0.209914
eastus,Standard_EC20ads_v5,20,160.0,1.31
eastus,Standard_EC32ads_v5,32,192.0,0.419829
eastus,Standard_EC48ads_v5,48,384.0,0.629743
eastus,Standard_EC64ads_v5,64,512.0,0.839658
eastus,Standard_EC96ads_v5,96,672.0,1.258
eastus,Standard_EC96iads_v5,96,672.0,6.917
eastus,Standard_DC4as_cc_v5,4,16.0,0.172
eastus,Standard_DC8as_cc_v5,8,32.0,0.068903
eastus,Standard_DC16as_cc_v5,16,64.0,0.137806
eastus,Standard_DC32as_cc_v5,32,128.0,1.376
eastus,Standard_DC48as_cc_v5,48,192.0,0.413419
eastus,Standard_DC64as_cc_v5,64,256.0,0.55
eastus,Standard_DC96as_cc_v5,96,384.0,4.128
eastus,Standard_DC4ads_cc_v5,4,16.0,0.041262
eastus,Standard_DC8ads_cc_v5,8,32.0,0.0824
eastus,Standard_DC16ads_cc_v5,16,64.0,0.165047
eastus,Standard_DC32ads_cc_v5,32,128.0,1.648
eastus,Standard_DC48ads_cc_v5,48,192.0,2.472
eastus,Standard_DC64ads_cc_v5,64,256.0,3.296
eastus,Standard_DC96ads_cc_v5,96,384.0,0.990283
eastus,Standard_EC4as_cc_v5,4,32.0,0.226
eastus,Standard_EC8as_cc_v5,8,64.0,0.452
eastus,Standard_EC16as_cc_v5,16,128.0,0.904
eastus,Standard_EC20as_cc_v5,20,160.0,1.13
eastus,Standard_EC32as_cc_v5,32,192.0,1.808
eastus,Standard_EC48as_cc_v5,48,384.0,0.543214
eastus,Standard_EC64as_cc_v5,64,512.0,0.723
eastus,Standard_EC96as_cc_v5,96,672.0,5.424
eastus,Standard_EC4ads_cc_v5,4,32.0,0.052479
eastus,Standard_EC8ads_cc_v5,8,64.0,0.105
eastus,Standard_EC16ads_cc_v5,16,128.0,0.21
eastus,Standard_EC20ads_cc_v5,20,160.0,0.262
eastus,Standard_EC32ads_cc_v5,32,192.0,0.419
eastus,Standard_EC48ads_cc_v5,48,384.0,3.144
eastus,Standard_EC64ads_cc_v5,64,512.0,4.192
eastus,Standard_EC96ads_cc_v5,96,672.0,1.259486
eastus,Standard_D2ads_v6,2,8.0,0.114
eastus,Standard_D4ads_v6,4,16.0,0.048222
eastus,Standard_D8ads_v6,8,32.0,0.456
eastus,Standard_D16ads_v6,16,64.0,0.912
eastus,Standard_D32ads_v6,32,128.0,1.824
eastus,Standard_D48ads_v6,48,192.0,0.578664
eastus,Standard_D64ads_v6,64,256.0,0.73
eastus,Standard_D96ads_v6,96,384.0,1.094
eastus,Standard_E2ads_v6,2,16.0,0.145
eastus,Standard_E4ads_v6,4,32.0,0.29
eastus,Standard_E8ads_v6,8,64.0,0.581
eastus,Standard_E16ads_v6,16,128.0,0.23821
eastus,Standard_E20ads_v6,20,160.0,0.29766
eastus,Standard_E32ads_v6,32,256.0,0.476215
eastus,Standard_E48ads_v6,48,384.0,0.714425
eastus,Standard_E64ads_v6,64,512.0,4.646
eastus,Standard_E96-24ads_v6,96,672.0,6.97
eastus,Standard_E96-48ads_v6,96,672.0,1.42885
eastus,Standard_E96ads_v6,96,672.0,6.97
eastus,Standard_L2aos_v4,2,16.0,0.04633
eastus,Standard_L4aos_v4,4,32.0,0.452
eastus,Standard_L8aos_v4,8,64.0,0.18532
eastus,Standard_L12aos_v4,12,96.0,0.27798
eastus,Standard_L16aos_v4,16,128.0,0.37064
eastus,Standard_L24aos_v4,24,192.0,2.712
eastus,Standard_L32aos_v4,32,256.0,0.74128
eastus,Standard_L2as_v4,2,16.0,0.172
eastus,Standard_L4as_v4,4,32.0,0.07052
eastus,Standard_L8as_v4,8,64.0,0.688
eastus,Standard_L16as_v4,16,128.0,1.376
eastus,Standard_L32as_v4,32,256.0,0.56416
eastus,Standard_L48as_v4,48,384.0,0.84624
eastus,Standard_L64as_v4,64,512.0,1.12832
eastus,Standard_L80as_v4,80,640.0,1.4104
eastus,Standard_L96as_v4,96,768.0,1.69248
eastus,Standard_E96ias_v4,96,672.0,0
eastus,Standard_G1,2,28.0,0.55
eastus,Standard_G2,4,56.0,0.20328
eastus,Standard_G3,8,112.0,0
eastus,Standard_G4,16,224.0,0
eastus,Standard_G5,32,448.0,0
eastus,Standard_GS1,2,28.0,0.10164
eastus,Standard_GS2,4,56.0,1.1
eastus,Standard_GS3,8,112.0,0
eastus,Standard_GS4,16,224.0,0
eastus,Standard_GS4-4,16,224.0,0
eastus,Standard_GS4-8,16,224.0,0
eastus,Standard_GS5,32,448.0,0
eastus,Standard_GS5-8,32,448.0,0
eastus,Standard_GS5-16,32,448.0,0
eastus,Standard_L4s,4,32.0,0.343
eastus,Standard_L8s,8,64.0,0.686
eastus,Standard_L16s,16,128.0,0
eastus,Standard_L32s,32,256.0,0
eastus,Standard_M12s_v3,12,240.0,0.284592
eastus,Standard_M24s_v3,24,480.0,0.614
eastus,Standard_M48s_1_v3,48,974.0,1.151304
eastus,Standard_M96s_1_v3,96,974.0,1.726032
eastus,Standard_M96s_2_v3,96,1946.0,12.45
eastus,Standard_M176s_3_v3,176,2794.0,17.88
eastus,Standard_M176s_4_v3,176,3892.0,4.98
eastus,Standard_M12ds_v3,12,240.0,0.301224
eastus,Standard_M24ds_v3,24,480.0,3.26
eastus,Standard_M48ds_1_v3,48,974.0,1.223376
eastus,Standard_M96ds_1_v3,96,974.0,1.835064
eastus,Standard_M96ds_2_v3,96,1946.0,2.646
eastus,Standard_M176ds_3_v3,176,2794.0,3.5112
eastus,Standard_M176ds_4_v3,176,3892.0,5.29
eastus,Standard_M16bs_v3,16,128.0,0.25872
eastus,Standard_M32bs_v3,32,256.0,2.79
eastus,Standard_M48bs_v3,48,384.0,0.772464
eastus,Standard_M64bs_v3,64,512.0,1.031184
eastus,Standard_M96bs_v3,96,768.0,1.546776
eastus,Standard_M128-64bs_v3,128,1024.0,11.16
eastus,Standard_M128bs_v3,128,1024.0,2.062368
eastus,Standard_M176-88bs_v3,176,1536.0,2.834832
eastus,Standard_M176bs_v3,176,1536.0,15.34
eastus,Standard_M16bds_v3,16,128.0,1.46
eastus,Standard_M32bds_v3,32,256.0,2.93
eastus,Standard_M48bds_v3,48,384.0,0.811272
eastus,Standard_M64-32bds_1_v3,64,1397.0,22.98
eastus,Standard_M64bds_1_v3,64,1397.0,4.246704
eastus,Standard_M64bds_v3,64,512.0,5.86
eastus,Standard_M96-48bds_2_v3,96,1946.0,6.370056
eastus,Standard_M96bds_2_v3,96,1946.0,34.47
eastus,Standard_M96bds_v3,96,768.0,8.79
eastus,Standard_M128-64bds_3_v3,128,2794.0,8.493408
eastus,Standard_M128-64bds_v3,128,1024.0,11.71
eastus,Standard_M128bds_3_v3,128,2794.0,45.96
eastus,Standard_M128bds_v3,128,1024.0,11.71
eastus,Standard_M176-88bds_4_v3,176,3892.0,11.610984
eastus,Standard_M176-88bds_v3,176,1536.0,16.11
eastus,Standard_M176bds_4_v3,176,3892.0,62.83
eastus,Standard_M176bds_v3,176,1536.0,16.11
eastus,Standard_D2as_v6,2,8.0,0.018614
eastus,Standard_D4as_v6,4,16.0,0.03731
eastus,Standard_D8as_v6,8,32.0,0.363
eastus,Standard_D16as_v6,16,64.0,0.145
eastus,Standard_D32as_v6,32,128.0,0.297865
eastus,Standard_D48as_v6,48,192.0,2.179
eastus,Standard_D64as_v6,64,256.0,0.581
eastus,Standard_D96as_v6,96,384.0,0.89339
eastus,Standard_E2as_v6,2,16.0,0.024395
eastus,Standard_E4as_v6,4,32.0,0.0477
eastus,Standard_E8as_v6,8,64.0,0.477
eastus,Standard_E16as_v6,16,128.0,0.954
eastus,Standard_E20as_v6,20,160.0,0.238
eastus,Standard_E32as_v6,32,256.0,0.381
eastus,Standard_E48as_v6,48,384.0,0.572
eastus,Standard_E64as_v6,64,512.0,0.763
eastus,Standard_E96as_v6,96,672.0,5.722
eastus,Standard_D2als_v6,2,4.0,0.0804
eastus,Standard_D4als_v6,4,8.0,0.033005
eastus,Standard_D8als_v6,8,16.0,0.0643
eastus,Standard_D16als_v6,16,32.0,0.129
eastus,Standard_D32als_v6,32,64.0,0.26363
eastus,Standard_D48als_v6,48,96.0,0.386
eastus,Standard_D64als_v6,64,128.0,0.527465
eastus,Standard_D96als_v6,96,192.0,0.772
eastus,Standard_D2alds_v6,2,4.0,0.020135
eastus,Standard_D4alds_v6,4,8.0,0.19
eastus,Standard_D8alds_v6,8,16.0,0.0762
eastus,Standard_D16alds_v6,16,32.0,0.152
eastus,Standard_D32alds_v6,32,64.0,0.322114
eastus,Standard_D48alds_v6,48,96.0,0.457
eastus,Standard_D64alds_v6,64,128.0,0.644229
eastus,Standard_D96alds_v6,96,192.0,4.57
eastus,Standard_F2as_v6,2,8.0,0.137
eastus,Standard_F4as_v6,4,16.0,0.058258
eastus,Standard_F8as_v6,8,32.0,0.546
eastus,Standard_F16as_v6,16,64.0,1.093
eastus,Standard_F32as_v6,32,128.0,2.186
eastus,Standard_F48as_v6,48,192.0,0.699525
eastus,Standard_F64as_v6,64,256.0,4.371
eastus,Standard_F2als_v6,2,4.0,0.121
eastus,Standard_F4als_v6,4,8.0,0.051643
eastus,Standard_F8als_v6,8,16.0,0.103286
eastus,Standard_F16als_v6,16,32.0,0.968
eastus,Standard_F32als_v6,32,64.0,0.413142
eastus,Standard_F48als_v6,48,96.0,2.904
eastus,Standard_F64als_v6,64,128.0,0.826285
eastus,Standard_F2ams_v6,2,16.0,0.038199
eastus,Standard_F4ams_v6,4,32.0,0.076397
eastus,Standard_F8ams_v6,8,64.0,0.152794
eastus,Standard_F16ams_v6,16,128.0,1.432
eastus,Standard_F32ams_v6,32,256.0,0.611178
eastus,Standard_F48ams_v6,48,384.0,0.916766
eastus,Standard_F64ams_v6,64,512.0,1.222355
eastus,Standard_NC4as_T4_v3,4,28.0,0.105
eastus,Standard_NC8as_T4_v3,8,56.0,0.292002
eastus,Standard_NC16as_T4_v3,16,110.0,1.204
eastus,Standard_NC64as_T4_v3,64,440.0,1.689882
eastus,Standard_M208ms_v2,208,5700.0,8.924
eastus,Standard_M208s_v2,208,2850.0,22.31
eastus,Standard_M416-208s_v2,416,5700.0,9.916
eastus,Standard_M416s_v2,416,5700.0,9.916
eastus,Standard_M416-208ms_v2,416,11400.0,19.83
eastus,Standard_M416ms_v2,416,11400.0,99.15
eastus,Standard_M416s_8_v2,416,7600.0,66.11
eastus,Standard_M416s_9_v2,416,8568.0,13.774992
eastus,Standard_M416s_10_v2,416,9496.0,15.271872
eastus,Standard_HX176-24rs,176,1408.0,1.931904
eastus,Standard_HX176-48rs,176,1408.0,8.64
eastus,Standard_HX176-96rs,176,1408.0,1.728
eastus,Standard_HX176-144rs,176,1408.0,1.728
eastus,Standard_HX176rs,176,1408.0,1.931904
eastus,Standard_HB176-24rs_v4,176,768.0,7.2
eastus,Standard_HB176-48rs_v4,176,768.0,1.44
eastus,Standard_HB176-96rs_v4,176,768.0,1.60992
eastus,Standard_HB176-144rs_v4,176,768.0,7.2
eastus,Standard_HB176rs_v4,176,768.0,1.60992
eastus,Standard_NV6ads_A10_v5,6,55.0,0.454
eastus,Standard_NV12ads_A10_v5,12,110.0,0.182
eastus,Standard_NV18ads_A10_v5,18,220.0,0.29568
eastus,Standard_NV36adms_A10_v5,36,880.0,0.835296
eastus,Standard_NV36ads_A10_v5,36,440.0,0.64
eastus,Standard_NV72ads_A10_v5,72,880.0,1.204896
eastus,Standard_NV6s_v2,6,112.0,0
eastus,Standard_NV12s_v2,12,224.0,0
eastus,Standard_NV24s_v2,24,448.0,0
eastus,Standard_NV12s_v3,12,112.0,0.210672
eastus,Standard_NV24s_v3,24,224.0,0.456
eastus,Standard_NV48s_v3,48,448.0,0.912
eastus,Standard_HB120-16rs_v2,120,456.0,0.72
eastus,Standard_HB120-32rs_v2,120,456.0,1.2384
eastus,Standard_HB120-64rs_v2,120,456.0,0.72
eastus,Standard_HB120-96rs_v2,120,456.0,0.72
eastus,Standard_HB120rs_v2,120,456.0,0.72
eastus,Standard_D2pls_v6,2,4.0,0.016008
eastus,Standard_D4pls_v6,4,8.0,0.124
eastus,Standard_D8pls_v6,8,16.0,0.248
eastus,Standard_D16pls_v6,16,32.0,0.496
eastus,Standard_D32pls_v6,32,64.0,0.256134
eastus,Standard_D48pls_v6,48,96.0,0.384202
eastus,Standard_D64pls_v6,64,128.0,0.512269
eastus,Standard_D96pls_v6,96,192.0,0.768403
eastus,Standard_D2pds_v6,2,8.0,0.0918
eastus,Standard_D4pds_v6,4,16.0,0.184
eastus,Standard_D8pds_v6,8,32.0,0.094759
eastus,Standard_D16pds_v6,16,64.0,0.189519
eastus,Standard_D32pds_v6,32,128.0,1.469
eastus,Standard_D48pds_v6,48,192.0,2.203
eastus,Standard_D64pds_v6,64,256.0,2.938
eastus,Standard_D96pds_v6,96,384.0,4.406
eastus,Standard_D2plds_v6,2,4.0,0.078
eastus,Standard_D4plds_v6,4,8.0,0.040279
eastus,Standard_D8plds_v6,8,16.0,0.080558
eastus,Standard_D16plds_v6,16,32.0,0.161117
eastus,Standard_D32plds_v6,32,64.0,0.322234
eastus,Standard_D48plds_v6,48,96.0,0.48335
eastus,Standard_D64plds_v6,64,128.0,0.644467
eastus,Standard_D96plds_v6,96,192.0,0.966701
eastus,Standard_D2ps_v6,2,8.0,0.018126
eastus,Standard_D4ps_v6,4,16.0,0.036148
eastus,Standard_D8ps_v6,8,32.0,0.281
eastus,Standard_D16ps_v6,16,64.0,0.145108
eastus,Standard_D32ps_v6,32,128.0,0.289959
eastus,Standard_D48ps_v6,48,192.0,0.435067
eastus,Standard_D64ps_v6,64,256.0,2.246
eastus,Standard_D96ps_v6,96,384.0,3.37
eastus,Standard_E2ps_v6,2,16.0,0.029172
eastus,Standard_E4ps_v6,4,32.0,0.058218
eastus,Standard_E8ps_v6,8,64.0,0.116752
eastus,Standard_E16ps_v6,16,128.0,0.738
eastus,Standard_E32ps_v6,32,256.0,0.46669
eastus,Standard_E48ps_v6,48,384.0,2.213
eastus,Standard_E64ps_v6,64,512.0,0.93338
eastus,Standard_E96ps_v6,96,672.0,1.400386
eastus,Standard_E2pds_v6,2,16.0,0.037019
eastus,Standard_E4pds_v6,4,32.0,0.074038
eastus,Standard_E8pds_v6,8,64.0,0.148075
eastus,Standard_E16pds_v6,16,128.0,0.936
eastus,Standard_E32pds_v6,32,256.0,1.872
eastus,Standard_E48pds_v6,48,384.0,2.808
eastus,Standard_E64pds_v6,64,512.0,1.184602
eastus,Standard_E96pds_v6,96,672.0,5.616
eastus,Standard_D2plds_v5,2,4.0,0.0768
eastus,Standard_D4plds_v5,4,8.0,0.154
eastus,Standard_D8plds_v5,8,16.0,0.307
eastus,Standard_D16plds_v5,16,32.0,0.123
eastus,Standard_D32plds_v5,32,64.0,1.229
eastus,Standard_D48plds_v5,48,96.0,1.843
eastus,Standard_D64plds_v5,64,128.0,2.458
eastus,Standard_D2pls_v5,2,4.0,0.014375
eastus,Standard_D4pls_v5,4,8.0,0.02875
eastus,Standard_D8pls_v5,8,16.0,0.0544
eastus,Standard_D16pls_v5,16,32.0,0.115002
eastus,Standard_D32pls_v5,32,64.0,0.218
eastus,Standard_D48pls_v5,48,96.0,0.345005
eastus,Standard_D64pls_v5,64,128.0,0.460006
eastus,Standard_D2pds_v5,2,8.0,0.0181
eastus,Standard_D4pds_v5,4,16.0,0.181
eastus,Standard_D8pds_v5,8,32.0,0.076527
eastus,Standard_D16pds_v5,16,64.0,0.152842
eastus,Standard_D32pds_v5,32,128.0,0.305684
eastus,Standard_D48pds_v5,48,192.0,2.17
eastus,Standard_D64pds_v5,64,208.0,0.579
eastus,Standard_D2ps_v5,2,8.0,0.077
eastus,Standard_D4ps_v5,4,16.0,0.0308
eastus,Standard_D8ps_v5,8,32.0,0.0616
eastus,Standard_D16ps_v5,16,64.0,0.130222
eastus,Standard_D32ps_v5,32,128.0,0.246
eastus,Standard_D48ps_v5,48,192.0,0.390667
eastus,Standard_D64ps_v5,64,208.0,2.464
eastus,Standard_E2pds_v5,2,16.0,0.023
eastus,Standard_E4pds_v5,4,32.0,0.048622
eastus,Standard_E8pds_v5,8,64.0,0.0922
eastus,Standard_E16pds_v5,16,128.0,0.194911
eastus,Standard_E20pds_v5,20,160.0,0.243533
eastus,Standard_E32pds_v5,32,208.0,0.38961
eastus,Standard_E2ps_v5,2,16.0,0.0202
eastus,Standard_E4ps_v5,4,32.0,0.042703
eastus,Standard_E8ps_v5,8,64.0,0.085194
eastus,Standard_E16ps_v5,16,128.0,0.161
eastus,Standard_E20ps_v5,20,160.0,0.202
eastus,Standard_E32ps_v5,32,208.0,0.323
eastus,Standard_B2pls_v2,2,4.0,0.0336
eastus,Standard_B2ps_v2,2,8.0,0.0764
eastus,Standard_B2pts_v2,2,1.0,0.0176
eastus,Standard_B4pls_v2,4,8.0,0.1071
eastus,Standard_B4ps_v2,4,16.0,0.1206
eastus,Standard_B8pls_v2,8,16.0,0.11
eastus,Standard_B8ps_v2,8,32.0,0.122
eastus,Standard_B16pls_v2,16,32.0,0.22
eastus,Standard_B16ps_v2,16,64.0,0.244
eastus,Standard_M416ds_6_v3,416,5696.0,10.730684
eastus,Standard_M416ds_8_v3,416,7600.0,77.42196
eastus,Standard_M416s_6_v3,416,5696.0,10.219699
eastus,Standard_M416s_8_v3,416,7600.0,13.626265
eastus,Standard_M416bs_v3,416,3800.0,48.14
eastus,Standard_M624ds_12_v3,624,11400.0,21.461367
eastus,Standard_M832ds_12_v3,832,11400.0,116.505984
eastus,Standard_M624s_12_v3,624,11400.0,20.439397
eastus,Standard_M832s_12_v3,832,11400.0,110.95808
eastus,Standard_M832ids_16_v3,832,15200.0,172.0488
eastus,Standard_M832is_16_v3,832,15200.0,30.280589
eastus,Standard_NC24ads_A100_v4,24,220.0,0.746721
eastus,Standard_NC48ads_A100_v4,48,440.0,1.469
eastus,Standard_NC96ads_A100_v4,96,880.0,2.986884
eastus,Standard_L8s_v2,8,64.0,0.125
eastus,Standard_L16s_v2,16,128.0,1.248
eastus,Standard_L32s_v2,32,256.0,0.55536
eastus,Standard_L48s_v2,48,384.0,3.744
eastus,Standard_L64s_v2,64,512.0,1.11072
eastus,Standard_L80s_v2,80,640.0,1.3884
eastus,Standard_DC8_v2,8,32.0,0.768
eastus,Standard_DC1s_v2,1,4.0,0.096
eastus,Standard_DC2s_v2,2,8.0,0.035482
eastus,Standard_DC4s_v2,4,16.0,0.384
eastus,Standard_E128-32s_v6,128,1024.0,1.721341
eastus,Standard_E128-64s_v6,128,1024.0,1.721341
eastus,Standard_E128s_v6,128,1024.0,8.467
eastus,Standard_E192is_v6,192,1832.0,2.840304
eastus,Standard_E128-32ds_v6,128,1024.0,2.185092
eastus,Standard_E128-64ds_v6,128,1024.0,2.185092
eastus,Standard_E128ds_v6,128,1024.0,10.465
eastus,Standard_E192ids_v6,192,1832.0,17.268
eastus,Standard_FX2ms_v2,2,42.0,0.221
eastus,Standard_FX4-2ms_v2,4,84.0,0.443
eastus,Standard_FX4ms_v2,4,84.0,0.443
eastus,Standard_FX8-2ms_v2,8,168.0,0.885
eastus,Standard_FX8-4ms_v2,8,168.0,0.192488
eastus,Standard_FX8ms_v2,8,168.0,0.885
eastus,Standard_FX12-6ms_v2,12,252.0,1.328
eastus,Standard_FX12ms_v2,12,252.0,0.28884
eastus,Standard_FX16-4ms_v2,16,336.0,1.771
eastus,Standard_FX16-8ms_v2,16,336.0,1.771
eastus,Standard_FX16ms_v2,16,336.0,1.771
eastus,Standard_FX24-6ms_v2,24,504.0,0.57768
eastus,Standard_FX24-12ms_v2,24,504.0,2.656
eastus,Standard_FX24ms_v2,24,504.0,2.656
eastus,Standard_FX32-8ms_v2,32,672.0,0.708
eastus,Standard_FX32-16ms_v2,32,672.0,3.541
eastus,Standard_FX32ms_v2,32,672.0,3.541
eastus,Standard_FX48-12ms_v2,48,1008.0,1.062
eastus,Standard_FX48-24ms_v2,48,1008.0,5.312
eastus,Standard_FX48ms_v2,48,1008.0,5.312
eastus,Standard_FX64-16ms_v2,64,1344.0,1.540335
eastus,Standard_FX64-32ms_v2,64,1344.0,1.416
eastus,Standard_FX64ms_v2,64,1344.0,1.540335
eastus,Standard_FX96-24ms_v2,96,1832.0,10.623
eastus,Standard_FX96-48ms_v2,96,1832.0,2.310502
eastus,Standard_FX96ms_v2,96,1832.0,10.623
eastus,Standard_FX2mds_v2,2,42.0,0.0547
eastus,Standard_FX4-2mds_v2,4,84.0,0.118972
eastus,Standard_FX4mds_v2,4,84.0,0.547
eastus,Standard_FX8-2mds_v2,8,168.0,0.219
eastus,Standard_FX8-4mds_v2,8,168.0,1.094
eastus,Standard_FX8mds_v2,8,168.0,0.219
eastus,Standard_FX12-6mds_v2,12,252.0,1.641
eastus,Standard_FX12mds_v2,12,252.0,0.356918
eastus,Standard_FX16-4mds_v2,16,336.0,2.188
eastus,Standard_FX16-8mds_v2,16,336.0,0.438
eastus,Standard_FX16mds_v2,16,336.0,2.188
eastus,Standard_FX24-6mds_v2,24,504.0,0.713835
eastus,Standard_FX24-12mds_v2,24,504.0,3.282
eastus,Standard_FX24mds_v2,24,504.0,0.713835
eastus,Standard_FX32-8mds_v2,32,672.0,0.875
eastus,Standard_FX32-16mds_v2,32,672.0,0.951998
eastus,Standard_FX32mds_v2,32,672.0,0.875
eastus,Standard_FX48-12mds_v2,48,1008.0,1.427888
eastus,Standard_FX48-24mds_v2,48,1008.0,1.313
eastus,Standard_FX48mds_v2,48,1008.0,1.427888
eastus,Standard_FX64-16mds_v2,64,1344.0,1.751
eastus,Standard_FX64-32mds_v2,64,1344.0,1.751
eastus,Standard_FX64mds_v2,64,1344.0,8.753
